Entity,Code,Year,"Primary completion rate, gender parity index (GPI)"
Low-income countries,,2003,0.764569998
Low-income countries,,2004,0.772050023
Low-income countries,,2005,0.78591001
Low-income countries,,2006,0.810570002
Low-income countries,,2007,0.820940018
Low-income countries,,2008,0.845160007
Low-income countries,,2009,0.870509982
Low-income countries,,2010,0.886139989
Low-income countries,,2011,0.885110021
Low-income countries,,2012,0.906799972
Low-income countries,,2013,0.919849992
Low-income countries,,2014,0.923370004
Lower-middle-income countries,,1970,0.719820023
Lower-middle-income countries,,1971,0.720640004
Lower-middle-income countries,,1972,0.72070998
Lower-middle-income countries,,1973,0.721170008
Lower-middle-income countries,,1974,0.721000016
Lower-middle-income countries,,1975,0.720430017
Lower-middle-income countries,,1976,0.720719993
Lower-middle-income countries,,1977,0.730239987
Lower-middle-income countries,,1978,0.732749999
Lower-middle-income countries,,1979,0.740750015
Lower-middle-income countries,,1980,0.750339985
Lower-middle-income countries,,1981,0.756219983
Lower-middle-income countries,,1982,0.762350023
Lower-middle-income countries,,1983,0.768060029
Lower-middle-income countries,,1984,0.774879992
Lower-middle-income countries,,1985,0.782320023
Lower-middle-income countries,,1986,0.787280023
Lower-middle-income countries,,1987,0.790170014
Lower-middle-income countries,,1988,0.792999983
Lower-middle-income countries,,1989,0.799730003
Lower-middle-income countries,,1990,0.805589974
Lower-middle-income countries,,1991,0.81013
Lower-middle-income countries,,1992,0.816720009
Lower-middle-income countries,,1993,0.824360013
Lower-middle-income countries,,1994,0.831449986
Lower-middle-income countries,,1995,0.838100016
Lower-middle-income countries,,1996,0.842750013
Lower-middle-income countries,,1997,0.843580008
Lower-middle-income countries,,1998,0.850049973
Lower-middle-income countries,,1999,0.856419981
Lower-middle-income countries,,2000,0.864889979
Lower-middle-income countries,,2001,0.883189976
Lower-middle-income countries,,2002,0.887790024
Lower-middle-income countries,,2003,0.929109991
Lower-middle-income countries,,2004,0.936439991
Lower-middle-income countries,,2005,0.944079995
Lower-middle-income countries,,2006,0.952809989
Lower-middle-income countries,,2007,0.962010026
Lower-middle-income countries,,2008,0.974640012
Lower-middle-income countries,,2009,0.982620001
Lower-middle-income countries,,2010,0.987339973
Lower-middle-income countries,,2011,0.990260005
Lower-middle-income countries,,2012,1.003239989
Lower-middle-income countries,,2013,1.014989972
Lower-middle-income countries,,2014,1.007240057
Luxembourg,LUX,1975,1.031569958
Luxembourg,LUX,1976,1.011749983
Luxembourg,LUX,1977,1.034669995
Luxembourg,LUX,1978,1.081660032
Luxembourg,LUX,1979,1.063500047
Luxembourg,LUX,1983,1.05182004
Luxembourg,LUX,2010,1.017449975
Luxembourg,LUX,2011,1.054769993
Luxembourg,LUX,2012,1.019099951
Luxembourg,LUX,2013,1.076550007
Macao,MAC,1990,0.996209979
Macao,MAC,1992,1.074069977
Macao,MAC,1993,0.994419992
Madagascar,MDG,1971,0.766380012
Madagascar,MDG,1972,0.759649992
Madagascar,MDG,1973,0.837740004
Madagascar,MDG,1975,0.854420006
Madagascar,MDG,1988,1.106259942
Madagascar,MDG,1989,1.050989985
Madagascar,MDG,1990,1.041720033
Madagascar,MDG,1991,1.04937005
Madagascar,MDG,1992,1.002959967
Madagascar,MDG,1993,1.024039984
Madagascar,MDG,1994,1.05569005
Madagascar,MDG,1995,0.978500009
Madagascar,MDG,1996,1.048679948
Madagascar,MDG,1998,1.01019001
Madagascar,MDG,1999,1.021160007
Madagascar,MDG,2000,1.008669972
Madagascar,MDG,2001,1.027930021
Madagascar,MDG,2002,1.02086997
Madagascar,MDG,2003,1.018630028
Madagascar,MDG,2004,1.027199984
Madagascar,MDG,2005,0.994819999
Madagascar,MDG,2006,0.992560029
Madagascar,MDG,2007,0.989350021
Madagascar,MDG,2008,0.99713999
Madagascar,MDG,2009,1.005879998
Madagascar,MDG,2010,1.019019961
Madagascar,MDG,2011,1.026819944
Madagascar,MDG,2012,1.039199948
Madagascar,MDG,2013,1.051800013
Madagascar,MDG,2014,1.059589982
Malawi,MWI,1974,0.523280025
Malawi,MWI,1975,0.494529992
Malawi,MWI,1976,0.475549996
Malawi,MWI,1977,0.489899993
Malawi,MWI,1978,0.555310011
Malawi,MWI,1979,0.559159994
Malawi,MWI,1980,0.575829983
Malawi,MWI,1981,0.58513999
Malawi,MWI,1982,0.489410013
Malawi,MWI,1983,0.637489974
Malawi,MWI,1984,0.659919977
Malawi,MWI,1985,0.685949981
Malawi,MWI,1986,0.719150007
Malawi,MWI,1987,0.727419972
Malawi,MWI,1988,0.720939994
Malawi,MWI,1989,0.728869975
Malawi,MWI,1990,0.745999992
Malawi,MWI,1991,0.766719997
Malawi,MWI,1992,0.811500013
Malawi,MWI,1993,0.775940001
Malawi,MWI,1994,0.792129993
Malawi,MWI,1995,0.78004998
Malawi,MWI,1996,0.797290027
Malawi,MWI,1999,0.866550028
Malawi,MWI,2000,0.880110025
Malawi,MWI,2001,0.93769002
Malawi,MWI,2002,0.907159984
Malawi,MWI,2004,0.947489977
Malawi,MWI,2005,0.963280022
Malawi,MWI,2006,0.988330007
Malawi,MWI,2007,1.005139947
Malawi,MWI,2008,0.997340024
Malawi,MWI,2009,1.030539989
Malawi,MWI,2010,1.027920008
Malawi,MWI,2011,1.023880005
Malawi,MWI,2012,1.00019002
Malawi,MWI,2014,1.01967001
Maldives,MDV,1997,0.987479985
Maldives,MDV,2001,1.067880034
Maldives,MDV,2002,1.025030017
Maldives,MDV,2003,0.980480015
Maldives,MDV,2004,0.989220023
Maldives,MDV,2005,0.976230025
Maldives,MDV,2006,0.972750008
Maldives,MDV,2008,0.96055001
Maldives,MDV,2009,0.904519975
Mali,MLI,1979,0.496950001
Mali,MLI,1981,0.498149991
Mali,MLI,1984,0.517139971
Mali,MLI,1985,0.510739982
Mali,MLI,1987,0.550870001
Mali,MLI,1988,0.549740016
Mali,MLI,2000,0.63865
Mali,MLI,2001,0.602469981
Mali,MLI,2002,0.656149983
Mali,MLI,2003,0.667379975
Mali,MLI,2004,0.67651999
Mali,MLI,2005,0.685949981
Mali,MLI,2006,0.702019989
Mali,MLI,2007,0.714999974
Mali,MLI,2008,0.755810022
Mali,MLI,2009,0.785279989
Mali,MLI,2010,0.802100003
Mali,MLI,2011,0.813239992
Mali,MLI,2012,0.855750024
Mali,MLI,2014,0.893270016
Malta,MLT,1971,1.062270045
Malta,MLT,1972,1.016630054
Malta,MLT,1973,1.014520049
Malta,MLT,1974,0.984440029
Malta,MLT,1975,0.971970022
Malta,MLT,1976,0.919019997
Malta,MLT,1977,1.066020012
Malta,MLT,1978,1.017590046
Malta,MLT,1979,1.018280029
Malta,MLT,1980,0.989639997
Malta,MLT,1981,0.994700015
Malta,MLT,1982,0.98593998
Malta,MLT,1983,0.989390016
Malta,MLT,1984,1.084869981
Malta,MLT,1985,0.905369997
Malta,MLT,1986,0.887849987
Malta,MLT,1987,0.902920008
Malta,MLT,1988,0.979600012
Malta,MLT,1989,0.951789975
Malta,MLT,1990,0.980189979
Malta,MLT,1991,1.011340022
Malta,MLT,1992,0.989960015
Malta,MLT,1993,1.038730025
Malta,MLT,1994,0.992359996
Malta,MLT,1995,0.94471997
Malta,MLT,1996,1.00553
Malta,MLT,1997,0.92365998
Malta,MLT,1998,1.010409951
Malta,MLT,1999,1.013100028
Malta,MLT,2000,1.036489964
Malta,MLT,2001,1.008980036
Malta,MLT,2002,1.013249993
Malta,MLT,2003,1.020619988
Malta,MLT,2004,1.030740023
Malta,MLT,2005,1.025159955
Malta,MLT,2006,1.018139958
Malta,MLT,2007,0.971310019
Malta,MLT,2008,0.907890022
Malta,MLT,2009,0.895579994
Malta,MLT,2010,0.89252001
Malta,MLT,2011,0.915120006
Malta,MLT,2012,0.829530001
Malta,MLT,2013,0.844030023
Malta,MLT,2014,0.956690013
Marshall Islands,MHL,1999,0.838699996
Marshall Islands,MHL,2002,1.065909982
Marshall Islands,MHL,2003,0.900650024
Marshall Islands,MHL,2005,0.89842999
Marshall Islands,MHL,2006,1.028319955
Marshall Islands,MHL,2007,1.052950025
Marshall Islands,MHL,2008,0.973540008
Marshall Islands,MHL,2009,1.021649957
Marshall Islands,MHL,2011,1.083680034
Mauritania,MRT,1976,0.388209999
Mauritania,MRT,1977,0.350569993
Mauritania,MRT,1978,0.349240005
Mauritania,MRT,1979,0.420509994
Mauritania,MRT,1981,0.46904999
Mauritania,MRT,1985,0.574410021
Mauritania,MRT,1986,0.611029983
Mauritania,MRT,1987,0.522469997
Mauritania,MRT,1988,0.593590021
Mauritania,MRT,1989,0.591830015
Mauritania,MRT,1990,0.591629982
Mauritania,MRT,1991,0.655179977
Mauritania,MRT,1992,0.665470004
Mauritania,MRT,1993,0.723529994
Mauritania,MRT,1994,0.715460002
Mauritania,MRT,1995,0.711709976
Mauritania,MRT,1996,0.755970001
Mauritania,MRT,1997,0.766409993
Mauritania,MRT,1998,0.828480005
Mauritania,MRT,1999,0.856459975
Mauritania,MRT,2001,0.885619998
Mauritania,MRT,2002,0.922249973
Mauritania,MRT,2005,0.97420001
Mauritania,MRT,2006,0.97536999
Mauritania,MRT,2007,0.998870015
Mauritania,MRT,2009,1.046949983
Mauritania,MRT,2012,1.01462996
Mauritania,MRT,2013,1.029919982
Mauritania,MRT,2014,1.037089944
Mauritius,MUS,1983,0.966449976
Mauritius,MUS,1984,1.038120031
Mauritius,MUS,1985,1.003319979
Mauritius,MUS,1986,1.019639969
Mauritius,MUS,1987,0.979330003
Mauritius,MUS,1988,0.99733001
Mauritius,MUS,1989,1.031949997
Mauritius,MUS,1990,0.997759998
Mauritius,MUS,1991,1.009840012
Mauritius,MUS,1992,1.03986001
Mauritius,MUS,1993,1.019749999
Mauritius,MUS,1994,1.017750025
Mauritius,MUS,1995,1.002279997
Mauritius,MUS,1996,1.008249998
Mauritius,MUS,1997,0.988170028
Mauritius,MUS,1998,1.051360011
Mauritius,MUS,1999,1.008229971
Mauritius,MUS,2000,0.985170007
Mauritius,MUS,2001,1.012009978
Mauritius,MUS,2002,1.000740051
Mauritius,MUS,2003,1.002619982
Mauritius,MUS,2004,1.031939983
Mauritius,MUS,2005,1.009879947
Mauritius,MUS,2006,1.029659986
Mauritius,MUS,2007,1.030179977
Mauritius,MUS,2008,1.004430056
Mauritius,MUS,2009,1.008149981
Mauritius,MUS,2010,1.00485003
Mauritius,MUS,2011,1.012959957
Mauritius,MUS,2012,1.035109997
Mauritius,MUS,2013,1.048069954
Mauritius,MUS,2014,1.022330046
Mexico,MEX,1975,0.925440013
Mexico,MEX,1976,0.925710022
Mexico,MEX,1977,0.941200018
Mexico,MEX,1993,1.006829977
Mexico,MEX,1994,1.007210016
Mexico,MEX,1995,1.009649992
Mexico,MEX,1996,1.001999974
Mexico,MEX,1997,0.993359983
Mexico,MEX,1999,1.002959967
Mexico,MEX,2000,1.013450027
Mexico,MEX,2001,1.020020008
Mexico,MEX,2002,1.023630023
Mexico,MEX,2003,1.020789981
Mexico,MEX,2004,1.02568996
Mexico,MEX,2005,1.025730014
Mexico,MEX,2006,1.018380046
Mexico,MEX,2007,1.017349958
Mexico,MEX,2008,1.014379978
Mexico,MEX,2009,1.007990003
Mexico,MEX,2010,1.009819984
Mexico,MEX,2011,1.00545001
Mexico,MEX,2012,1.015030026
Mexico,MEX,2013,1.012290001
Mexico,MEX,2014,1.007249951
Middle East and North Africa,,1970,0.582149982
Middle East and North Africa,,1971,0.582080007
Middle East and North Africa,,1972,0.586499989
Middle East and North Africa,,1973,0.595189989
Middle East and North Africa,,1974,0.60702002
Middle East and North Africa,,1975,0.611670017
Middle East and North Africa,,1976,0.624499977
Middle East and North Africa,,1977,0.631579995
Middle East and North Africa,,1978,0.622780025
Middle East and North Africa,,1979,0.637730002
Middle East and North Africa,,1980,0.677410007
Middle East and North Africa,,1981,0.69115001
Middle East and North Africa,,1982,0.711939991
Middle East and North Africa,,1983,0.727599978
Middle East and North Africa,,1984,0.739870012
Middle East and North Africa,,1985,0.750479996
Middle East and North Africa,,1986,0.764680028
Middle East and North Africa,,1987,0.778110027
Middle East and North Africa,,1988,0.794359982
Middle East and North Africa,,1989,0.803979993
Middle East and North Africa,,1990,0.818229973
Middle East and North Africa,,1991,0.829729974
Middle East and North Africa,,1992,0.840139985
Middle East and North Africa,,1993,0.850639999
Middle East and North Africa,,1994,0.863110006
Middle East and North Africa,,1995,0.875029981
Middle East and North Africa,,1996,0.882619977
Middle East and North Africa,,1997,0.890290022
Middle East and North Africa,,1998,0.897000015
Middle East and North Africa,,1999,0.905319989
Middle East and North Africa,,2000,0.909969985
Middle East and North Africa,,2001,0.914590001
Middle East and North Africa,,2002,0.92306
Middle East and North Africa,,2003,0.914550006
Middle East and North Africa,,2004,0.944920003
Middle East and North Africa,,2005,0.94727999
Middle East and North Africa,,2006,0.932560027
Middle East and North Africa,,2007,0.936819971
Middle East and North Africa,,2008,0.928830028
Middle East and North Africa,,2009,0.945949972
Middle East and North Africa,,2010,0.946590006
Middle East and North Africa,,2011,0.951170027
Middle East and North Africa,,2012,0.955340028
Middle East and North Africa,,2013,0.958840013
Middle East and North Africa,,2014,0.957239985
Middle East and North Africa (excluding high-income countries),,1970,0.56358999
Middle East and North Africa (excluding high-income countries),,1971,0.563740015
Middle East and North Africa (excluding high-income countries),,1972,0.568690002
Middle East and North Africa (excluding high-income countries),,1973,0.579270005
Middle East and North Africa (excluding high-income countries),,1974,0.592530012
Middle East and North Africa (excluding high-income countries),,1975,0.598169982
Middle East and North Africa (excluding high-income countries),,1976,0.611810029
Middle East and North Africa (excluding high-income countries),,1977,0.620180011
Middle East and North Africa (excluding high-income countries),,1978,0.61056
Middle East and North Africa (excluding high-income countries),,1979,0.625739992
Middle East and North Africa (excluding high-income countries),,1980,0.667670012
Middle East and North Africa (excluding high-income countries),,1981,0.682009995
Middle East and North Africa (excluding high-income countries),,1982,0.704020023
Middle East and North Africa (excluding high-income countries),,1983,0.719739974
Middle East and North Africa (excluding high-income countries),,1984,0.732060015
Middle East and North Africa (excluding high-income countries),,1985,0.743939996
Middle East and North Africa (excluding high-income countries),,1986,0.758130014
Middle East and North Africa (excluding high-income countries),,1987,0.771929979
Middle East and North Africa (excluding high-income countries),,1988,0.78915
Middle East and North Africa (excluding high-income countries),,1989,0.79922998
Middle East and North Africa (excluding high-income countries),,1990,0.81400001
Middle East and North Africa (excluding high-income countries),,1991,0.826250017
Middle East and North Africa (excluding high-income countries),,1992,0.837289989
Middle East and North Africa (excluding high-income countries),,1993,0.847689986
Middle East and North Africa (excluding high-income countries),,1994,0.860059977
Middle East and North Africa (excluding high-income countries),,1995,0.871510029
Middle East and North Africa (excluding high-income countries),,1996,0.879390001
Middle East and North Africa (excluding high-income countries),,1997,0.886569977
Middle East and North Africa (excluding high-income countries),,1998,0.893029988
Middle East and North Africa (excluding high-income countries),,1999,0.90121001
Middle East and North Africa (excluding high-income countries),,2000,0.90546
Middle East and North Africa (excluding high-income countries),,2001,0.909690022
Middle East and North Africa (excluding high-income countries),,2002,0.918730021
Middle East and North Africa (excluding high-income countries),,2003,0.908200026
Middle East and North Africa (excluding high-income countries),,2004,0.940989971
Middle East and North Africa (excluding high-income countries),,2005,0.942799985
Middle East and North Africa (excluding high-income countries),,2006,0.926060021
Middle East and North Africa (excluding high-income countries),,2007,0.931360006
Middle East and North Africa (excluding high-income countries),,2008,0.924380004
Middle East and North Africa (excluding high-income countries),,2009,0.94174999
Middle East and North Africa (excluding high-income countries),,2010,0.940559983
Middle East and North Africa (excluding high-income countries),,2011,0.944450021
Middle East and North Africa (excluding high-income countries),,2012,0.947549999
Middle East and North Africa (excluding high-income countries),,2013,0.953970015
Middle East and North Africa (excluding high-income countries),,2014,0.954060018
Middle-income countries,,1972,0.863579988
Middle-income countries,,1973,0.863709986
Middle-income countries,,1974,0.863590002
Middle-income countries,,1975,0.86273998
Middle-income countries,,1976,0.863619983
Middle-income countries,,1977,0.868210018
Middle-income countries,,1978,0.869790018
Middle-income countries,,1979,0.873459995
Middle-income countries,,1980,0.877900004
Middle-income countries,,1981,0.879270017
Middle-income countries,,1982,0.879999995
Middle-income countries,,1983,0.880659997
Middle-income countries,,1984,0.881099999
Middle-income countries,,1985,0.882179976
Middle-income countries,,1986,0.882489979
Middle-income countries,,1987,0.88301003
Middle-income countries,,1988,0.883790016
Middle-income countries,,1989,0.884909987
Middle-income countries,,1990,0.88924998
Middle-income countries,,1991,0.889280021
Middle-income countries,,1992,0.893739998
Middle-income countries,,1993,0.896570027
Middle-income countries,,1994,0.899829984
Middle-income countries,,1995,0.902719975
Middle-income countries,,1996,0.905089974
Middle-income countries,,1997,0.908850014
Middle-income countries,,1998,0.914229989
Middle-income countries,,1999,0.919870019
Middle-income countries,,2000,0.926569998
Middle-income countries,,2001,0.938080013
Middle-income countries,,2002,0.939719975
Middle-income countries,,2003,0.958630025
Middle-income countries,,2004,0.96359998
Middle-income countries,,2005,0.967980027
Middle-income countries,,2006,0.970659971
Middle-income countries,,2007,0.976320028
Middle-income countries,,2008,0.981339991
Middle-income countries,,2009,0.98585999
Middle-income countries,,2010,0.987320006
Middle-income countries,,2011,0.987860024
Middle-income countries,,2012,0.995689988
Middle-income countries,,2013,1.002750039
Middle-income countries,,2014,0.998889983
Moldova,MDA,1995,0.998480022
Moldova,MDA,2002,0.985109985
Moldova,MDA,2003,0.995679975
Moldova,MDA,2004,1.005779982
Moldova,MDA,2005,0.998489976
Moldova,MDA,2006,0.992399991
Moldova,MDA,2007,0.999100029
Moldova,MDA,2008,0.980989993
Moldova,MDA,2009,0.971960008
Moldova,MDA,2010,1.014379978
Moldova,MDA,2011,0.98040998
Moldova,MDA,2012,1.007009983
Moldova,MDA,2013,0.993219972
Moldova,MDA,2014,1.009199977
Mongolia,MNG,1995,1.064700007
Mongolia,MNG,1996,1.07525003
Mongolia,MNG,1997,1.116930008
Mongolia,MNG,1998,1.063459992
Mongolia,MNG,1999,1.049059987
Mongolia,MNG,2000,1.055459976
Mongolia,MNG,2001,1.049239993
Mongolia,MNG,2002,1.032140017
Mongolia,MNG,2003,1.031980038
Mongolia,MNG,2004,0.995660007
Mongolia,MNG,2005,1.027070045
Mongolia,MNG,2014,0.971170008
Montenegro,MNE,2011,0.973089993
Montenegro,MNE,2012,1.017840028
Montenegro,MNE,2015,1.015120029
Morocco,MAR,1973,0.544560015
Morocco,MAR,1974,0.567330003
Morocco,MAR,1975,0.567390025
Morocco,MAR,1977,0.603699982
Morocco,MAR,1978,0.605939984
Morocco,MAR,1979,0.615960002
Morocco,MAR,1980,0.607909977
Morocco,MAR,1981,0.626129985
Morocco,MAR,1982,0.629090011
Morocco,MAR,1983,0.627640009
Morocco,MAR,1984,0.624840021
Morocco,MAR,1985,0.643079996
Morocco,MAR,1986,0.657859981
Morocco,MAR,1987,0.668150008
Morocco,MAR,1988,0.642809987
Morocco,MAR,1989,0.651120007
Morocco,MAR,1990,0.690349996
Morocco,MAR,1991,0.689419985
Morocco,MAR,1992,0.700380027
Morocco,MAR,1993,0.711149991
Morocco,MAR,1994,0.721000016
Morocco,MAR,1995,0.723360002
Morocco,MAR,1996,0.740880013
Morocco,MAR,1997,0.75523001
Morocco,MAR,1998,0.764280021
Morocco,MAR,1999,0.793640018
Morocco,MAR,2000,0.802559972
Morocco,MAR,2001,0.834039986
Morocco,MAR,2002,0.844269991
Morocco,MAR,2003,0.894800007
Morocco,MAR,2004,0.921299994
Morocco,MAR,2005,0.927510023
Morocco,MAR,2006,0.922990024
Morocco,MAR,2007,0.919030011
Morocco,MAR,2008,0.925939977
Morocco,MAR,2009,0.934369981
Morocco,MAR,2010,0.943589985
Morocco,MAR,2011,0.951120019
Morocco,MAR,2012,0.969910026
Morocco,MAR,2013,0.990530014
Morocco,MAR,2014,0.983759999
Mozambique,MOZ,1973,0.426869988
Mozambique,MOZ,1982,0.464540005
Mozambique,MOZ,1983,0.489580005
Mozambique,MOZ,1984,0.515749991
Mozambique,MOZ,1985,0.554390013
Mozambique,MOZ,1986,0.654890001
Mozambique,MOZ,1987,0.63102001
Mozambique,MOZ,1988,0.578890026
Mozambique,MOZ,1989,0.614340007
Mozambique,MOZ,1990,0.641340017
Mozambique,MOZ,1991,0.653010011
Mozambique,MOZ,1992,0.665019989
Mozambique,MOZ,1993,0.657239974
Mozambique,MOZ,1994,0.627040029
Mozambique,MOZ,1995,0.62361002
Mozambique,MOZ,1999,0.647539973
Mozambique,MOZ,2000,0.636609972
Mozambique,MOZ,2001,0.617519975
Mozambique,MOZ,2002,0.633340001
Mozambique,MOZ,2004,0.672100008
Mozambique,MOZ,2005,0.695980012
Mozambique,MOZ,2006,0.703639984
Mozambique,MOZ,2007,0.74150002
Mozambique,MOZ,2008,0.779100001
Mozambique,MOZ,2009,0.804270029
Mozambique,MOZ,2010,0.841899991
Mozambique,MOZ,2011,0.844690025
Mozambique,MOZ,2012,0.856949985
Mozambique,MOZ,2013,0.86559999
Mozambique,MOZ,2014,0.881699979
Myanmar,MMR,1971,0.709190011
Myanmar,MMR,1972,0.705919981
Myanmar,MMR,1973,0.706340015
Myanmar,MMR,1974,0.744300008
Myanmar,MMR,1999,0.939019978
Myanmar,MMR,2000,0.942610025
Myanmar,MMR,2001,0.978600025
Myanmar,MMR,2002,0.987540007
Myanmar,MMR,2003,0.99040997
Myanmar,MMR,2004,0.984899998
Myanmar,MMR,2007,1.054759979
Myanmar,MMR,2008,1.014870048
Myanmar,MMR,2009,1.015079975
Myanmar,MMR,2010,1.03955996
Namibia,NAM,1992,1.216220021
Namibia,NAM,1994,1.127779961
Namibia,NAM,1998,1.116739988
Namibia,NAM,1999,1.103289962
Namibia,NAM,2000,1.130689979
Namibia,NAM,2001,1.077999949
Namibia,NAM,2002,1.121580005
Namibia,NAM,2003,1.099179983
Namibia,NAM,2004,1.113250017
Namibia,NAM,2005,1.089609981
Namibia,NAM,2006,1.099140048
Namibia,NAM,2008,1.123260021
Namibia,NAM,2009,1.092519999
Namibia,NAM,2010,1.087440014
Namibia,NAM,2012,1.064370036
Namibia,NAM,2013,1.06408
Nauru,NRU,2001,1.068779945
Nauru,NRU,2007,1.034500003
Nauru,NRU,2012,1.156839967
Nauru,NRU,2014,0.758350015
Nepal,NPL,1992,0.573249996
Nepal,NPL,1999,0.739340007
Nepal,NPL,2000,0.742999971
Nepal,NPL,2001,0.797479987
Nepal,NPL,2002,0.797879994
Nepal,NPL,2003,0.827260017
Nepal,NPL,2004,0.831080019
Nepal,NPL,2005,0.861689985
Nepal,NPL,2006,0.902480006
Nepal,NPL,2008,0.98210001
Nepal,NPL,2012,1.090299964
Nepal,NPL,2013,1.086670041
Nepal,NPL,2014,1.102800012
Nepal,NPL,2015,1.10619998
Netherlands,NLD,1971,1.031800032
Netherlands,NLD,1972,1.029659986
Netherlands,NLD,1973,1.040310025
Netherlands,NLD,1974,1.040159941
Netherlands,NLD,1975,1.035560012
Netherlands,NLD,1976,1.037220001
Netherlands,NLD,1977,1.029530048
Netherlands,NLD,1978,1.041100025
Netherlands,NLD,1979,1.034389973
Netherlands,NLD,1980,1.038619995
Netherlands,NLD,1981,1.048830032
Netherlands,NLD,1982,1.046339989
Netherlands,NLD,1983,1.039630055
Netherlands,NLD,1984,1.04764998
Netherlands,NLD,1985,1.048460007
Netherlands,NLD,1999,0.981589973
Netherlands,NLD,2000,0.987810016
Netherlands,NLD,2001,0.989690006
Netherlands,NLD,2002,0.982860029
New Zealand,NZL,1970,0.974170029
New Zealand,NZL,1971,1.004780054
New Zealand,NZL,1972,1.007750034
New Zealand,NZL,1973,1.006330013
New Zealand,NZL,1974,0.991280019
New Zealand,NZL,1975,0.978699982
New Zealand,NZL,1976,0.980729997
New Zealand,NZL,1977,1.000470042
New Zealand,NZL,1978,1.002310038
New Zealand,NZL,1979,0.985930026
Nicaragua,NIC,1970,1.096570015
Nicaragua,NIC,1971,1.102079988
Nicaragua,NIC,1972,1.115550041
Nicaragua,NIC,1973,1.146000028
Nicaragua,NIC,1977,1.213690042
Nicaragua,NIC,1978,1.200950027
Nicaragua,NIC,1979,1.211889982
Nicaragua,NIC,1980,1.279080033
Nicaragua,NIC,1982,1.276450038
Nicaragua,NIC,1983,1.240630031
Nicaragua,NIC,1984,1.305660009
Nicaragua,NIC,1985,1.373110056
Nicaragua,NIC,1986,1.341650009
Nicaragua,NIC,1987,1.335999966
Nicaragua,NIC,1988,1.371979952
Nicaragua,NIC,1993,1.235499978
Nicaragua,NIC,1994,1.202190042
Nicaragua,NIC,1995,1.198989987
Nicaragua,NIC,1999,1.104159951
Nicaragua,NIC,2000,1.142809987
Nicaragua,NIC,2001,1.166290045
Nicaragua,NIC,2002,1.136109948
Nicaragua,NIC,2003,1.121430039
Nicaragua,NIC,2004,1.114599943
Nicaragua,NIC,2005,1.105499983
Nicaragua,NIC,2006,1.105319977
Nicaragua,NIC,2007,1.115059972
Nicaragua,NIC,2008,1.12203002
Nicaragua,NIC,2010,1.094280005
Niger,NER,1971,0.455960006
Niger,NER,1972,0.477710009
Niger,NER,1973,0.486799985
Niger,NER,1974,0.525259972
Niger,NER,1975,0.527629972
Niger,NER,1976,0.531690001
Niger,NER,1977,0.553550005
Niger,NER,1978,0.534609973
Niger,NER,1979,0.788879991
Niger,NER,1980,0.637799978
Niger,NER,1981,0.600979984
Niger,NER,1982,0.527029991
Niger,NER,1983,0.530659974
Niger,NER,1984,0.539170027
Niger,NER,1985,0.568639994
Niger,NER,1986,0.569190025
Niger,NER,1987,0.555909991
Niger,NER,1989,0.564999998
Niger,NER,1990,0.51414001
Niger,NER,1991,0.597060025
Niger,NER,1992,0.588320017
Niger,NER,1993,0.661549985
Niger,NER,1995,0.579370022
Niger,NER,1996,0.991609991
Niger,NER,1997,0.613189995
Niger,NER,1998,0.613820016
Niger,NER,1999,0.605530024
Niger,NER,2000,0.663139999
Niger,NER,2001,0.652360022
Niger,NER,2002,0.667339981
Niger,NER,2003,0.695890009
Niger,NER,2004,0.655170023
Niger,NER,2005,0.652369976
Niger,NER,2006,0.667299986
Niger,NER,2007,0.665880024
Niger,NER,2008,0.707449973
Niger,NER,2009,0.709869981
Niger,NER,2010,0.757629991
Niger,NER,2011,0.750460029
Niger,NER,2012,0.779219985
Niger,NER,2013,0.799310029
Niger,NER,2014,0.79242003
Nigeria,NGA,2004,0.826569974
Nigeria,NGA,2005,0.832870007
Nigeria,NGA,2006,0.797879994
Nigeria,NGA,2007,0.804090023
Nigeria,NGA,2008,0.861090004
Nigeria,NGA,2009,0.877049983
Nigeria,NGA,2010,0.891030014
North Korea,PRK,2009,0.988839984
North Macedonia,MKD,1995,1.020349979
North Macedonia,MKD,1996,0.996219993
North Macedonia,MKD,1997,1.008659959
North Macedonia,MKD,1999,0.964940012
North Macedonia,MKD,2000,0.984009981
North Macedonia,MKD,2001,0.971889973
North Macedonia,MKD,2002,1.022959948
North Macedonia,MKD,2003,0.986679971
North Macedonia,MKD,2004,1.004539967
North Macedonia,MKD,2005,1.005839944
North Macedonia,MKD,2006,0.958959997
North Macedonia,MKD,2007,0.97408998
North Macedonia,MKD,2008,0.993099988
North Macedonia,MKD,2009,0.981580019
Norway,NOR,1971,1.096959949
Norway,NOR,1973,1.006610036
Norway,NOR,1974,0.997560024
Norway,NOR,1975,1.011340022
Norway,NOR,1976,1.024070024
Norway,NOR,1977,0.991999984
Norway,NOR,1978,0.998300016
Norway,NOR,1979,0.996370018
Norway,NOR,1980,1.004259944
Norway,NOR,1981,1.004539967
Norway,NOR,1982,1.005609989
Norway,NOR,1984,1.009729981
Norway,NOR,1985,1.004420042
Norway,NOR,1986,0.981440008
Norway,NOR,1987,1.012650013
Norway,NOR,1988,1.002640009
Norway,NOR,1989,0.99871999
Norway,NOR,1990,1.006520033
Norway,NOR,1991,1.001420021
Norway,NOR,1992,0.998179972
